Latitude (decimal degrees):	51.028
Longitude (decimal degrees):	7.563
Elevation (m):	254
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231103:0710,106.49,142.3,5.58,7.04,4.41,0.0
20231103:0810,20.29,37.08,12.94,7.34,4.62,0.0
20231103:0910,168.23,205.63,18.77,7.54,5.31,0.0
20231103:1010,280.57,328.86,22.58,7.77,6.14,0.0
20231103:1110,170.61,209.4,23.96,8.24,5.45,0.0
20231103:1210,87.54,117.44,22.77,8.9,5.79,0.0
20231103:1310,59.49,85.29,19.13,9.27,5.1,0.0
20231103:1410,109.84,142.54,13.44,9.35,4.07,0.0
20231103:1510,106.83,142.68,6.18,8.79,3.59,0.0
20231103:1610,0.0,0.0,0.0,7.71,3.59,0.0
20231103:1710,0.0,0.0,0.0,6.81,3.59,0.0
20231103:1810,0.0,0.0,0.0,6.19,3.59,0.0
20231103:1910,0.0,0.0,0.0,5.66,3.52,0.0
20231103:2010,0.0,0.0,0.0,5.28,3.38,0.0
20231103:2110,0.0,0.0,0.0,4.9,3.45,0.0
20231103:2210,0.0,0.0,0.0,4.79,3.66,0.0
20231103:2310,0.0,0.0,0.0,4.81,3.93,0.0
20231104:0010,0.0,0.0,0.0,5.13,4.21,0.0
20231104:0110,0.0,0.0,0.0,5.33,4.48,0.0
20231104:0210,0.0,0.0,0.0,5.49,4.62,0.0
20231104:0310,0.0,0.0,0.0,5.62,4.62,0.0
20231104:0410,0.0,0.0,0.0,5.86,4.76,0.0
20231104:0510,0.0,0.0,0.0,6.17,4.83,0.0
20231104:0610,0.0,0.0,0.0,6.46,4.9,0.0
20231104:0710,49.46,74.41,5.31,6.84,4.97,0.0
20231104:0810,45.38,67.97,12.66,7.21,5.24,0.0
20231104:0910,29.0,48.21,18.47,7.6,5.24,0.0
20231104:1010,338.12,392.21,22.27,7.91,6.55,0.0
20231104:1110,42.54,64.9,23.65,8.34,6.21,0.0
20231104:1210,31.14,50.99,22.46,8.25,6.21,0.0
20231104:1310,18.13,34.3,18.84,7.85,6.97,0.0
20231104:1410,9.48,22.25,13.17,7.04,7.66,0.0
20231104:1510,22.25,39.78,5.92,6.74,7.86,0.0
20231104:1610,0.0,0.0,0.0,6.47,7.24,0.0
20231104:1710,0.0,0.0,0.0,6.62,6.14,0.0
20231104:1810,0.0,0.0,0.0,7.18,5.45,0.0
20231104:1910,0.0,0.0,0.0,8.16,5.59,0.0
20231104:2010,0.0,0.0,0.0,8.19,5.24,0.0
20231104:2110,0.0,0.0,0.0,8.1,4.9,0.0
20231104:2210,0.0,0.0,0.0,8.35,4.76,0.0
20231104:2310,0.0,0.0,0.0,8.44,5.17,0.0
20231105:0010,0.0,0.0,0.0,8.12,5.1,0.0
20231105:0110,0.0,0.0,0.0,8.05,4.83,0.0
20231105:0210,0.0,0.0,0.0,7.99,4.97,0.0
20231105:0310,0.0,0.0,0.0,8.1,5.72,0.0
20231105:0410,0.0,0.0,0.0,8.28,6.21,0.0
20231105:0510,0.0,0.0,0.0,8.22,5.59,0.0
20231105:0610,0.0,0.0,0.0,8.17,5.31,0.0
20231105:0710,0.33,6.49,5.05,8.27,4.21,0.0
20231105:0810,16.01,31.52,12.38,8.25,4.21,0.0
20231105:0910,66.9,93.54,18.18,8.28,4.48,0.0
20231105:1010,23.72,41.72,21.96,8.69,5.17,0.0
20231105:1110,54.86,79.73,23.35,8.97,5.66,0.0
20231105:1210,14.58,29.67,22.16,9.18,5.52,0.0
20231105:1310,33.26,53.77,18.56,9.07,6.28,0.0
20231105:1410,130.0,164.21,12.9,8.92,7.03,0.0
20231105:1510,20.6,37.9,5.67,8.27,7.52,0.0
20231105:1610,0.0,0.0,0.0,7.75,7.03,0.0
20231105:1710,0.0,0.0,0.0,7.87,6.55,0.0
20231105:1810,0.0,0.0,0.0,7.78,5.86,0.0
20231105:1910,0.0,0.0,0.0,7.64,6.07,0.0
20231105:2010,0.0,0.0,0.0,7.59,6.0,0.0
20231105:2110,0.0,0.0,0.0,7.62,5.93,0.0
20231105:2210,0.0,0.0,0.0,7.73,5.59,0.0
20231105:2310,0.0,0.0,0.0,7.55,5.59,0.0
20231106:0010,0.0,0.0,0.0,7.86,5.38,0.0
20231106:0110,0.0,0.0,0.0,7.99,5.59,0.0
20231106:0210,0.0,0.0,0.0,7.78,5.66,0.0
20231106:0310,0.0,0.0,0.0,7.79,5.45,0.0
20231106:0410,0.0,0.0,0.0,7.64,5.38,0.0
20231106:0510,0.0,0.0,0.0,7.54,5.31,0.0
20231106:0610,0.0,0.0,0.0,7.38,5.03,0.0
20231106:0710,31.66,52.56,4.79,7.5,4.97,0.0
20231106:0810,356.58,416.49,12.11,7.73,5.17,0.0
20231106:0910,430.75,498.53,17.89,8.25,5.38,0.0
20231106:1010,273.15,322.51,21.66,9.24,6.21,0.0
20231106:1110,97.61,129.3,23.04,9.83,5.93,0.0
20231106:1210,42.89,65.82,21.87,10.26,5.79,0.0
20231106:1310,241.86,289.09,18.28,10.09,5.52,0.0
20231106:1410,15.9,31.52,12.64,9.6,5.59,0.0
20231106:1510,0.0,5.56,5.43,9.0,5.1,0.0
20231106:1610,0.0,0.0,0.0,8.37,4.48,0.0
20231106:1710,0.0,0.0,0.0,7.94,4.34,0.0
20231106:1810,0.0,0.0,0.0,7.56,4.34,0.0
20231106:1910,0.0,0.0,0.0,7.38,4.28,0.0
20231106:2010,0.0,0.0,0.0,7.17,4.0,0.0
20231106:2110,0.0,0.0,0.0,7.02,3.93,0.0
20231106:2210,0.0,0.0,0.0,6.85,3.93,0.0
20231106:2310,0.0,0.0,0.0,6.93,3.93,0.0
20231107:0010,0.0,0.0,0.0,6.89,3.93,0.0
20231107:0110,0.0,0.0,0.0,6.83,3.93,0.0
20231107:0210,0.0,0.0,0.0,6.81,3.86,0.0
20231107:0310,0.0,0.0,0.0,6.75,3.79,0.0
20231107:0410,0.0,0.0,0.0,6.73,3.72,0.0
20231107:0510,0.0,0.0,0.0,6.85,3.93,0.0
20231107:0610,0.0,0.0,0.0,6.81,3.72,0.0
20231107:0710,11.02,24.7,4.53,6.83,3.45,0.0
20231107:0810,71.09,97.64,11.83,6.82,3.52,0.0
20231107:0910,282.26,332.56,17.6,7.37,3.03,0.0
20231107:1010,70.09,97.35,21.37,8.15,3.38,0.0
20231107:1110,19.42,36.16,22.74,8.76,3.59,0.0
20231107:1210,25.85,44.5,21.58,8.9,3.66,0.0
20231107:1310,43.93,66.75,18.0,8.79,4.0,0.0
20231107:1410,344.71,404.41,12.38,8.35,4.62,0.0
20231107:1510,62.76,90.72,5.19,7.94,4.21,0.0
20231107:1610,0.0,0.0,0.0,7.23,3.72,0.0
20231107:1710,0.0,0.0,0.0,6.74,3.59,0.0
20231107:1810,0.0,0.0,0.0,6.52,3.72,0.0
20231107:1910,0.0,0.0,0.0,6.26,3.79,0.0
20231107:2010,0.0,0.0,0.0,6.24,4.14,0.0
20231107:2110,0.0,0.0,0.0,6.35,4.28,0.0
20231107:2210,0.0,0.0,0.0,6.35,4.62,0.0
20231107:2310,0.0,0.0,0.0,6.38,4.48,0.0
20231108:0010,0.0,0.0,0.0,6.19,4.41,0.0
20231108:0110,0.0,0.0,0.0,6.33,4.55,0.0
20231108:0210,0.0,0.0,0.0,6.37,4.48,0.0
20231108:0310,0.0,0.0,0.0,6.17,4.48,0.0
20231108:0410,0.0,0.0,0.0,6.11,4.34,0.0
20231108:0510,0.0,0.0,0.0,6.11,4.28,0.0
20231108:0610,0.0,0.0,0.0,6.06,4.07,0.0
20231108:0710,1.61,9.27,4.27,5.6,3.79,0.0
20231108:0810,38.02,58.91,11.56,5.97,3.93,0.0
20231108:0910,100.31,130.54,17.32,6.79,4.28,0.0
20231108:1010,295.39,345.0,21.07,7.58,5.59,0.0
20231108:1110,96.03,126.62,22.45,8.08,5.59,0.0
20231108:1210,370.06,430.22,21.29,8.49,5.31,0.0
20231108:1310,181.0,220.7,17.73,8.9,5.17,0.0
20231108:1410,59.19,84.62,12.13,8.85,4.62,0.0
20231108:1510,68.1,97.39,4.95,8.46,4.76,0.0
20231108:1610,0.0,0.0,0.0,8.31,5.03,0.0
20231108:1710,0.0,0.0,0.0,8.18,5.24,0.0
20231108:1810,0.0,0.0,0.0,8.15,5.38,0.0
20231108:1910,0.0,0.0,0.0,7.47,5.24,0.0
20231108:2010,0.0,0.0,0.0,7.3,5.31,0.0
20231108:2110,0.0,0.0,0.0,7.21,5.24,0.0
20231108:2210,0.0,0.0,0.0,7.36,5.1,0.0
20231108:2310,0.0,0.0,0.0,7.53,5.1,0.0
20231109:0010,0.0,0.0,0.0,7.71,5.17,0.0
20231109:0110,0.0,0.0,0.0,7.82,5.31,0.0
20231109:0210,0.0,0.0,0.0,7.88,5.38,0.0
20231109:0310,0.0,0.0,0.0,7.88,5.24,0.0
20231109:0410,0.0,0.0,0.0,7.85,5.03,0.0
20231109:0510,0.0,0.0,0.0,7.83,5.03,0.0
20231109:0610,0.0,0.0,0.0,7.74,5.17,0.0
20231109:0710,0.73,7.42,4.01,7.51,5.24,0.0
20231109:0810,22.41,39.87,11.29,7.56,5.24,0.0
20231109:0910,45.78,68.61,17.03,7.57,4.83,0.0
20231109:1010,67.94,94.56,20.78,7.6,4.41,0.0
20231109:1110,20.94,38.01,22.16,7.81,4.34,0.0
20231109:1210,23.8,41.72,21.01,7.92,4.07,0.0
20231109:1310,56.58,81.59,17.46,8.08,3.38,0.0
20231109:1410,97.27,127.91,11.88,8.36,3.24,0.0
20231109:1510,3.56,12.98,4.72,8.23,4.28,0.0
20231109:1610,0.0,0.0,0.0,7.64,3.93,0.0
20231109:1710,0.0,0.0,0.0,7.14,4.28,0.0
20231109:1810,0.0,0.0,0.0,6.87,4.69,0.0
20231109:1910,0.0,0.0,0.0,6.74,5.03,0.0
20231109:2010,0.0,0.0,0.0,6.76,5.86,0.0
20231109:2110,0.0,0.0,0.0,6.47,6.62,0.0
20231109:2210,0.0,0.0,0.0,6.06,4.34,0.0
20231109:2310,0.0,0.0,0.0,5.6,3.59,0.0
20231110:0010,0.0,0.0,0.0,4.97,3.72,0.0
20231110:0110,0.0,0.0,0.0,5.0,4.21,0.0
20231110:0210,0.0,0.0,0.0,5.15,4.55,0.0
20231110:0310,0.0,0.0,0.0,5.23,4.48,0.0
20231110:0410,0.0,0.0,0.0,5.16,4.34,0.0
20231110:0510,0.0,0.0,0.0,5.22,4.14,0.0
20231110:0610,0.0,0.0,0.0,5.12,4.07,0.0
20231110:0710,0.75,7.42,3.76,5.34,3.93,0.0
20231110:0810,64.76,89.91,11.02,5.55,3.79,0.0
20231110:0910,46.94,69.53,16.76,5.93,4.97,0.0
20231110:1010,91.29,120.36,20.5,6.37,5.79,0.0
20231110:1110,231.93,275.0,21.87,7.25,5.66,0.0
20231110:1210,108.14,139.71,20.73,7.48,5.52,0.0
20231110:1310,90.08,119.32,17.2,7.3,4.76,0.0
20231110:1410,38.71,59.88,11.64,6.75,4.9,0.0
20231110:1510,36.56,58.52,4.5,6.43,4.14,0.0
20231110:1610,0.0,0.0,0.0,6.21,3.59,0.0
20231110:1710,0.0,0.0,0.0,5.79,3.31,0.0
20231110:1810,0.0,0.0,0.0,5.73,3.45,0.0
20231110:1910,0.0,0.0,0.0,5.59,3.72,0.0
20231110:2010,0.0,0.0,0.0,5.71,3.66,0.0
20231110:2110,0.0,0.0,0.0,5.7,3.45,0.0
20231110:2210,0.0,0.0,0.0,5.72,3.31,0.0
20231110:2310,0.0,0.0,0.0,5.84,2.97,0.0
20231111:0010,0.0,0.0,0.0,5.67,2.55,0.0
20231111:0110,0.0,0.0,0.0,5.35,4.07,0.0
20231111:0210,0.0,0.0,0.0,4.89,3.72,0.0
20231111:0310,0.0,0.0,0.0,4.66,4.07,0.0
20231111:0410,0.0,0.0,0.0,4.65,4.55,0.0
20231111:0510,0.0,0.0,0.0,4.48,5.03,0.0
20231111:0610,0.0,0.0,0.0,4.24,5.59,0.0
20231111:0710,15.25,30.69,3.51,4.11,4.07,0.0
20231111:0810,22.04,38.94,10.76,4.38,4.07,0.0
20231111:0910,19.83,36.16,16.48,4.88,4.07,0.0
20231111:1010,29.28,48.21,20.22,5.48,3.24,0.0
20231111:1110,16.91,32.45,21.59,5.82,3.52,0.0
20231111:1210,241.96,285.07,20.46,5.88,4.07,0.0
20231111:1310,234.93,277.41,16.95,6.17,4.07,0.0
20231111:1410,238.99,283.23,11.41,6.1,3.66,0.0
20231111:1510,16.89,32.82,4.28,5.49,4.0,0.0
20231111:1610,0.0,0.0,0.0,4.82,3.52,0.0
20231111:1710,0.0,0.0,0.0,4.68,3.17,0.0
20231111:1810,0.0,0.0,0.0,4.49,2.97,0.0
20231111:1910,0.0,0.0,0.0,4.72,3.17,0.0
20231111:2010,0.0,0.0,0.0,4.45,2.69,0.0
20231111:2110,0.0,0.0,0.0,4.38,2.28,0.0
20231111:2210,0.0,0.0,0.0,3.84,2.28,0.0
20231111:2310,0.0,0.0,0.0,3.4,2.41,0.0
20231112:0010,0.0,0.0,0.0,3.38,2.34,0.0
20231112:0110,0.0,0.0,0.0,3.31,1.93,0.0
20231112:0210,0.0,0.0,0.0,3.33,2.0,0.0
20231112:0310,0.0,0.0,0.0,2.99,2.14,0.0
20231112:0410,0.0,0.0,0.0,2.98,2.07,0.0
20231112:0510,0.0,0.0,0.0,3.03,1.86,0.0
20231112:0610,0.0,0.0,0.0,2.83,2.07,0.0
20231112:0710,20.26,37.58,3.26,3.08,2.14,0.0
20231112:0810,256.14,301.05,10.5,3.62,2.28,0.0
20231112:0910,131.57,163.51,16.21,4.41,3.31,0.0
20231112:1010,364.04,420.78,19.94,5.21,3.1,0.0
20231112:1110,315.29,367.92,21.32,5.86,2.76,0.0
20231112:1210,353.43,412.45,20.2,6.5,2.55,0.0
20231112:1310,64.95,90.99,16.7,7.02,2.28,0.0
20231112:1410,148.58,185.0,11.18,7.05,1.59,0.0
20231112:1510,22.33,40.41,4.07,6.83,1.31,0.0
20231112:1610,0.0,0.0,0.0,6.12,1.79,0.0
20231112:1710,0.0,0.0,0.0,5.64,2.07,0.0
20231112:1810,0.0,0.0,0.0,5.45,2.14,0.0
20231112:1910,0.0,0.0,0.0,5.25,2.07,0.0
20231112:2010,0.0,0.0,0.0,5.01,2.14,0.0
20231112:2110,0.0,0.0,0.0,4.88,2.28,0.0
20231112:2210,0.0,0.0,0.0,4.72,2.21,0.0
20231112:2310,0.0,0.0,0.0,4.53,2.41,0.0
20231113:0010,0.0,0.0,0.0,4.21,2.55,0.0
20231113:0110,0.0,0.0,0.0,4.27,2.76,0.0
20231113:0210,0.0,0.0,0.0,4.46,2.97,0.0
20231113:0310,0.0,0.0,0.0,4.74,2.9,0.0
20231113:0410,0.0,0.0,0.0,5.05,2.97,0.0
20231113:0510,0.0,0.0,0.0,5.19,3.38,0.0
20231113:0610,0.0,0.0,0.0,5.52,3.03,0.0
20231113:0710,0.0,3.71,3.01,6.01,2.97,0.0
20231113:0810,12.06,25.96,10.24,7.03,3.38,0.0
20231113:0910,20.92,38.01,15.94,8.01,3.59,0.0
20231113:1010,18.78,35.23,19.67,8.17,4.07,0.0
20231113:1110,60.5,86.22,21.05,8.51,5.03,0.0
20231113:1210,19.36,36.16,19.94,9.43,4.76,0.0
20231113:1310,19.21,36.16,16.46,10.99,5.31,0.0
20231113:1410,7.97,20.4,10.95,12.43,6.55,0.0
20231113:1510,0.68,7.42,3.87,12.97,7.38,0.0
20231113:1610,0.0,0.0,0.0,12.97,7.93,0.0
20231113:1710,0.0,0.0,0.0,12.15,8.28,0.0
20231113:1810,0.0,0.0,0.0,11.24,6.9,0.0
20231113:1910,0.0,0.0,0.0,10.69,7.17,0.0
20231113:2010,0.0,0.0,0.0,9.19,6.48,0.0
20231113:2110,0.0,0.0,0.0,8.47,6.0,0.0
20231113:2210,0.0,0.0,0.0,8.27,5.79,0.0
20231113:2310,0.0,0.0,0.0,8.18,6.0,0.0
20231114:0010,0.0,0.0,0.0,8.15,6.21,0.0
20231114:0110,0.0,0.0,0.0,8.41,6.41,0.0
20231114:0210,0.0,0.0,0.0,8.3,6.41,0.0
20231114:0310,0.0,0.0,0.0,8.49,6.76,0.0
20231114:0410,0.0,0.0,0.0,8.73,6.97,0.0
20231114:0510,0.0,0.0,0.0,8.76,6.9,0.0
20231114:0610,0.0,0.0,0.0,8.84,7.17,0.0
20231114:0710,0.0,5.56,2.77,9.06,6.97,0.0
20231114:0810,116.78,149.85,9.99,9.24,6.9,0.0
20231114:0910,114.87,147.62,15.68,9.42,7.1,0.0
20231114:1010,65.76,92.71,19.4,9.72,6.69,0.0
20231114:1110,124.87,159.7,20.78,10.06,6.41,0.0
20231114:1210,30.83,50.99,19.68,10.22,5.93,0.0
20231114:1310,20.67,38.01,16.22,10.44,5.93,0.0
20231114:1410,3.5,12.98,10.73,10.42,5.72,0.0
20231114:1510,1.55,9.27,3.67,10.02,4.83,0.0
20231114:1610,0.0,0.0,0.0,9.28,4.28,0.0
20231114:1710,0.0,0.0,0.0,9.23,4.34,0.0
20231114:1810,0.0,0.0,0.0,9.03,3.79,0.0
20231114:1910,0.0,0.0,0.0,8.65,5.45,0.0
20231114:2010,0.0,0.0,0.0,8.47,7.31,0.0
20231114:2110,0.0,0.0,0.0,8.04,7.59,0.0
20231114:2210,0.0,0.0,0.0,7.75,6.62,0.0
20231114:2310,0.0,0.0,0.0,7.51,6.55,0.0
20231115:0010,0.0,0.0,0.0,7.54,6.83,0.0
20231115:0110,0.0,0.0,0.0,7.43,6.41,0.0
20231115:0210,0.0,0.0,0.0,7.6,5.24,0.0
20231115:0310,0.0,0.0,0.0,7.56,5.66,0.0
20231115:0410,0.0,0.0,0.0,7.39,5.52,0.0
20231115:0510,0.0,0.0,0.0,7.18,5.38,0.0
20231115:0610,0.0,0.0,0.0,7.18,5.03,0.0
20231115:0710,8.06,20.66,2.53,7.33,6.34,0.0
20231115:0810,7.59,19.47,9.74,7.52,5.86,0.0
20231115:0910,40.3,62.12,15.42,7.8,4.28,0.0
20231115:1010,23.77,41.72,19.14,8.17,3.66,0.0
20231115:1110,79.69,108.43,20.52,8.49,3.86,0.0
20231115:1210,452.95,527.58,19.44,8.62,4.14,0.0
20231115:1310,477.8,554.15,15.99,8.43,4.9,0.0
20231115:1410,337.45,397.41,10.52,8.51,4.21,0.0
20231115:1510,5.73,16.61,3.47,8.08,4.55,0.0
20231115:1610,0.0,0.0,0.0,7.57,4.48,0.0
20231115:1710,0.0,0.0,0.0,7.12,4.41,0.0
20231115:1810,0.0,0.0,0.0,6.94,4.48,0.0
20231115:1910,0.0,0.0,0.0,6.57,4.48,0.0
20231115:2010,0.0,0.0,0.0,6.38,4.07,0.0
20231115:2110,0.0,0.0,0.0,6.05,4.14,0.0
20231115:2210,0.0,0.0,0.0,5.76,4.0,0.0
20231115:2310,0.0,0.0,0.0,5.56,4.0,0.0
20231116:0010,0.0,0.0,0.0,5.47,4.0,0.0
20231116:0110,0.0,0.0,0.0,5.3,3.86,0.0
20231116:0210,0.0,0.0,0.0,4.98,3.45,0.0
20231116:0310,0.0,0.0,0.0,4.68,3.1,0.0
20231116:0410,0.0,0.0,0.0,4.61,2.97,0.0
20231116:0510,0.0,0.0,0.0,4.7,2.9,0.0
20231116:0610,0.0,0.0,0.0,4.55,2.76,0.0
20231116:0710,0.0,2.62,2.29,4.59,2.34,0.0
20231116:0810,257.63,304.62,9.49,4.89,2.34,0.0
20231116:0910,470.88,547.11,15.17,5.59,2.48,0.0
20231116:1010,184.13,223.18,18.88,6.24,2.14,0.0
20231116:1110,86.73,115.9,20.27,6.66,1.59,0.0
20231116:1210,44.27,66.75,19.19,6.84,1.79,0.0
20231116:1310,18.9,35.23,15.76,6.75,1.66,0.0
20231116:1410,6.42,17.62,10.32,6.57,1.79,0.0
20231116:1510,0.0,2.62,3.29,6.24,1.93,0.0
20231116:1610,0.0,0.0,0.0,5.89,2.0,0.0
20231116:1710,0.0,0.0,0.0,5.54,2.28,0.0
20231116:1810,0.0,0.0,0.0,5.23,2.28,0.0
20231116:1910,0.0,0.0,0.0,5.46,1.93,0.0
20231116:2010,0.0,0.0,0.0,5.41,2.07,0.0
20231116:2110,0.0,0.0,0.0,5.31,2.14,0.0
20231116:2210,0.0,0.0,0.0,5.11,2.21,0.0
20231116:2310,0.0,0.0,0.0,4.87,2.28,0.0
20231117:0010,0.0,0.0,0.0,4.48,2.07,0.0
20231117:0110,0.0,0.0,0.0,3.81,1.79,0.0
20231117:0210,0.0,0.0,0.0,3.36,1.52,0.0
20231117:0310,0.0,0.0,0.0,3.05,1.38,0.0
20231117:0410,0.0,0.0,0.0,2.91,1.31,0.0
20231117:0510,0.0,0.0,0.0,2.77,1.1,0.0
20231117:0610,0.0,0.0,0.0,2.72,0.83,0.0
20231117:0710,0.0,5.25,2.05,2.23,0.76,0.0
20231117:0810,19.29,35.23,9.25,2.71,0.9,0.0
20231117:0910,301.65,351.32,14.92,3.7,1.38,0.0
20231117:1010,214.45,255.75,18.62,4.34,0.97,0.0
20231117:1110,71.75,98.27,20.02,4.83,0.9,0.0
20231117:1210,114.12,145.95,18.96,5.2,0.69,0.0
20231117:1310,53.12,76.95,15.54,5.48,0.55,0.0
20231117:1410,185.59,226.07,10.12,5.49,0.41,0.0
20231117:1510,5.28,15.74,3.1,5.14,0.76,0.0
20231117:1610,0.0,0.0,0.0,4.39,0.97,0.0
20231117:1710,0.0,0.0,0.0,3.57,0.9,0.0
20231117:1810,0.0,0.0,0.0,3.12,0.76,0.0
20231117:1910,0.0,0.0,0.0,3.33,0.34,0.0
20231117:2010,0.0,0.0,0.0,3.08,0.48,0.0
20231117:2110,0.0,0.0,0.0,1.52,1.03,0.0
20231117:2210,0.0,0.0,0.0,0.06,1.38,0.0
20231117:2310,0.0,0.0,0.0,0.28,1.52,0.0
20231118:0010,0.0,0.0,0.0,0.92,1.52,0.0
20231118:0110,0.0,0.0,0.0,1.62,1.52,0.0
20231118:0210,0.0,0.0,0.0,2.14,1.79,0.0
20231118:0310,0.0,0.0,0.0,2.38,1.93,0.0
20231118:0410,0.0,0.0,0.0,2.44,2.28,0.0
20231118:0510,0.0,0.0,0.0,2.5,2.55,0.0
20231118:0610,0.0,0.0,0.0,2.58,2.76,0.0
20231118:0710,0.0,5.25,1.82,2.79,2.97,0.0
20231118:0810,15.73,30.59,9.01,3.27,3.45,0.0
20231118:0910,27.24,45.43,14.67,4.13,4.34,0.0
20231118:1010,29.41,48.21,18.38,4.69,4.28,0.0
20231118:1110,49.47,72.31,19.78,5.14,4.14,0.0
20231118:1210,26.33,44.5,18.73,5.34,4.07,0.0
20231118:1310,16.95,32.45,15.33,5.36,4.34,0.0
20231118:1410,13.5,27.81,9.92,5.6,4.55,0.0
20231118:1510,0.0,2.62,2.93,5.52,5.31,0.0
20231118:1610,0.0,0.0,0.0,5.56,6.0,0.0
20231118:1710,0.0,0.0,0.0,5.7,6.28,0.0
20231118:1810,0.0,0.0,0.0,5.84,5.93,0.0
20231118:1910,0.0,0.0,0.0,5.96,5.17,0.0
20231118:2010,0.0,0.0,0.0,6.27,4.62,0.0
20231118:2110,0.0,0.0,0.0,6.89,4.14,0.0
20231118:2210,0.0,0.0,0.0,7.76,3.93,0.0
20231118:2310,0.0,0.0,0.0,8.64,4.07,0.0
20231119:0010,0.0,0.0,0.0,9.37,4.41,0.0
20231119:0110,0.0,0.0,0.0,9.85,4.69,0.0
20231119:0210,0.0,0.0,0.0,10.45,4.97,0.0
20231119:0310,0.0,0.0,0.0,10.81,5.31,0.0
20231119:0410,0.0,0.0,0.0,10.64,5.79,0.0
20231119:0510,0.0,0.0,0.0,10.52,6.14,0.0
20231119:0610,0.0,0.0,0.0,10.01,6.14,0.0
20231119:0710,0.0,3.5,1.59,9.63,5.52,0.0
20231119:0810,116.38,149.74,8.77,9.33,5.38,0.0
20231119:0910,41.54,63.97,14.43,9.41,6.07,0.0
20231119:1010,74.96,103.23,18.13,9.74,6.21,0.0
20231119:1110,30.08,50.06,19.54,10.24,5.24,0.0
20231119:1210,321.43,377.6,18.5,10.39,5.93,0.0
20231119:1310,6.86,18.54,15.12,10.4,6.07,0.0
20231119:1410,23.57,41.72,9.74,9.97,6.14,0.0
20231119:1510,0.0,4.37,2.76,9.72,5.79,0.0
20231119:1610,0.0,0.0,0.0,9.07,5.03,0.0
20231119:1710,0.0,0.0,0.0,8.75,5.1,0.0
20231119:1810,0.0,0.0,0.0,8.55,5.24,0.0
20231119:1910,0.0,0.0,0.0,8.65,5.24,0.0
20231119:2010,0.0,0.0,0.0,8.62,5.38,0.0
20231119:2110,0.0,0.0,0.0,8.68,5.86,0.0
20231119:2210,0.0,0.0,0.0,8.69,6.07,0.0
20231119:2310,0.0,0.0,0.0,8.62,6.0,0.0
20231120:0010,0.0,0.0,0.0,8.75,5.86,0.0
20231120:0110,0.0,0.0,0.0,8.73,5.93,0.0
20231120:0210,0.0,0.0,0.0,8.7,6.0,0.0
20231120:0310,0.0,0.0,0.0,8.58,6.0,0.0
20231120:0410,0.0,0.0,0.0,8.23,5.86,0.0
20231120:0510,0.0,0.0,0.0,7.88,5.45,0.0
20231120:0610,0.0,0.0,0.0,7.77,5.59,0.0
20231120:0710,0.0,0.87,1.37,7.81,5.1,0.0
20231120:0810,16.74,32.45,8.54,7.78,5.52,0.0
20231120:0910,17.42,33.38,14.19,7.91,5.17,0.0
20231120:1010,54.12,78.8,17.9,8.55,3.93,0.0
20231120:1110,188.78,229.85,19.31,8.78,3.66,0.0
20231120:1210,60.32,86.22,18.28,8.82,3.45,0.0
20231120:1310,197.91,238.87,14.92,8.42,4.07,0.0
20231120:1410,11.31,25.03,9.56,8.4,3.17,0.0
20231120:1510,0.0,4.37,2.6,7.71,3.45,0.0
20231120:1610,0.0,0.0,0.0,6.81,2.62,0.0
20231120:1710,0.0,0.0,0.0,6.46,2.07,0.0
20231120:1810,0.0,0.0,0.0,6.16,1.86,0.0
20231120:1910,0.0,0.0,0.0,5.83,1.86,0.0
20231120:2010,0.0,0.0,0.0,5.65,1.66,0.0
20231120:2110,0.0,0.0,0.0,5.49,1.72,0.0
20231120:2210,0.0,0.0,0.0,5.28,1.59,0.0
20231120:2310,0.0,0.0,0.0,4.86,1.59,0.0
20231121:0010,0.0,0.0,0.0,4.93,1.24,0.0
20231121:0110,0.0,0.0,0.0,4.8,1.17,0.0
20231121:0210,0.0,0.0,0.0,4.41,1.31,0.0
20231121:0310,0.0,0.0,0.0,4.16,1.38,0.0
20231121:0410,0.0,0.0,0.0,3.61,1.72,0.0
20231121:0510,0.0,0.0,0.0,3.44,1.72,0.0
20231121:0610,0.0,0.0,0.0,3.28,1.59,0.0
20231121:0710,0.0,0.0,0.0,3.64,1.1,0.0
20231121:0810,200.59,242.19,8.31,4.41,0.76,0.0
20231121:0910,40.54,62.12,13.96,6.15,1.72,0.0
20231121:1010,87.86,116.94,17.66,6.8,2.21,0.0
20231121:1110,127.07,161.08,19.08,7.4,2.34,0.0
20231121:1210,161.03,198.35,18.07,7.57,2.9,0.0
20231121:1310,28.22,47.28,14.73,7.56,2.55,0.0
20231121:1410,53.34,77.37,9.38,7.54,2.9,0.0
20231121:1510,0.0,1.75,2.44,7.06,2.48,0.0
20231121:1610,0.0,0.0,0.0,6.55,2.69,0.0
20231121:1710,0.0,0.0,0.0,6.14,2.9,0.0
20231121:1810,0.0,0.0,0.0,5.44,3.31,0.0
20231121:1910,0.0,0.0,0.0,5.06,3.52,0.0
20231121:2010,0.0,0.0,0.0,4.54,3.52,0.0
